trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
544,False,"{'a': 0.7091071428571428, 'e': 0.06542683706543735}",25,20,10.530650687410679,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.7085714285714286, 'e': 0.06509970288011016}",20,5,-22.122270397523774,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
546,False,"{'a': 0.7080357142857143, 'e': 0.06477420436570962}",20,0,33.17022865561964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.7075, 'e': 0.06445033334388106}",20,6,27.164098337272897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.7069642857142857, 'e': 0.06412808167716166}",25,14,22.92472565930512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.7064285714285714, 'e': 0.06380744126877586}",20,8,22.086003647108424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.7058928571428571, 'e': 0.06348840406243197}",30,18,23.964120076265267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.7053571428571428, 'e': 0.0631709620421198}",20,7,27.45862518208377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.7048214285714285, 'e': 0.06285510723190921}",25,17,9.847371001723467,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.7042857142857143, 'e': 0.06254083169574966}",25,4,24.40326006137459,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.70375, 'e': 0.062228127537270916}",20,16,7.1692702613017865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.7032142857142857, 'e': 0.06191698689958456}",25,19,9.09827124697825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.7026785714285715, 'e': 0.061607401965086635}",20,14,9.220562693232086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.7021428571428572, 'e': 0.061299364955261205}",20,13,12.295860595486657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.7016071428571429, 'e': 0.0609928681304849}",25,15,16.991163098000804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.7010714285714286, 'e': 0.06068790378983247}",20,8,-30.186376403821026,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
560,False,"{'a': 0.7005357142857143, 'e': 0.06038446427088331}",20,9,24.734529249084694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.7, 'e': 0.060082541949528896}",20,0,30.05750796032657,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.6994642857142856, 'e': 0.05978212923978125}",30,15,28.114206892766187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.6989285714285713, 'e': 0.05948321859358234}",35,21,21.388728850402373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.6983928571428571, 'e': 0.05918580250061443}",25,12,24.3241104255171,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.6978571428571428, 'e': 0.05888987348811136}",25,8,36.27754168309563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.6973214285714285, 'e': 0.0585954241206708}",20,12,14.86041294545339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.6967857142857143, 'e': 0.058302447000067446}",20,3,28.449057294469092,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.69625, 'e': 0.05801093476506711}",35,18,31.826536857025857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.6957142857142857, 'e': 0.05772088009124177}",20,9,21.678801765555377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.6951785714285714, 'e': 0.057432275690785566}",25,13,17.974427196940155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.6946428571428571, 'e': 0.05714511431233164}",25,19,11.188931612479077,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.6941071428571428, 'e': 0.05685938874076998}",20,14,8.33967206883916,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6935714285714285, 'e': 0.05657509179706613}",20,14,10.506557874160018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.6930357142857142, 'e': 0.0562922163380808}",25,17,19.046167366999626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.6925, 'e': 0.05601075525639039}",20,9,19.258145372376028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.6919642857142857, 'e': 0.05573070148010844}",25,14,19.68322810245925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.6914285714285714, 'e': 0.0554520479727079}",25,15,17.561449532302024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.6908928571428572, 'e': 0.05517478773284436}",25,0,40.48130558503183,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.6903571428571429, 'e': 0.05489891379418014}",25,8,34.68861496641556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.6898214285714286, 'e': 0.054624419225209234}",20,15,9.818701382616329,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.6892857142857143, 'e': 0.05435129712908319}",25,18,12.909719689781468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.68875, 'e': 0.05407954064343777}",20,8,2.3980616242474193,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
583,False,"{'a': 0.6882142857142857, 'e': 0.053809142940220586}",25,16,20.73580527513668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.6876785714285714, 'e': 0.05354009722551948}",20,7,24.572270595995864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.687142857142857, 'e': 0.05327239673939188}",20,8,20.512585678547634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.6866071428571429, 'e': 0.053006034755694924}",20,14,9.261897080277537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.6860714285714286, 'e': 0.05274100458191645}",20,15,11.116711651747108,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.6855357142857142, 'e': 0.05247729955900687}",25,16,15.98592654392541,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.685, 'e': 0.05221491306121183}",30,12,32.42536744304003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.6844642857142857, 'e': 0.05195383849590577}",25,18,2.4875048377452402,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.6839285714285714, 'e': 0.051694069303426245}",30,23,-9.68946048863041,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
592,False,"{'a': 0.6833928571428571, 'e': 0.051435598956909113}",30,23,12.70229108394683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.6828571428571428, 'e': 0.05117842096212456}",20,11,16.80355654922208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.6823214285714285, 'e': 0.050922528857313944}",20,9,19.744459763759707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.6817857142857142, 'e': 0.050667916213027374}",20,12,13.551240408695104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.6812499999999999, 'e': 0.050414576631962235}",20,15,10.779767085270272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.6807142857142857, 'e': 0.05016250374880243}",20,9,22.462575601246453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.6801785714285714, 'e': 0.04991169123005841}",25,20,10.234354232492748,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.6796428571428571, 'e': 0.049662132773908116}",20,12,15.090110165805942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.6791071428571429, 'e': 0.04941382211003858}",25,16,16.936331296695137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.6785714285714286, 'e': 0.04916675299948838}",20,9,11.993944879908153,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.6780357142857143, 'e': 0.04892091923449094}",20,16,8.823801782539135,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.6775, 'e': 0.04867631463831849}",20,10,-5.7747330137197554,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
604,False,"{'a': 0.6769642857142857, 'e': 0.048432933065126894}",20,11,14.896404145840135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.6764285714285714, 'e': 0.04819076839980126}",25,16,19.25736652667259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.6758928571428571, 'e': 0.047949814557802256}",20,14,12.656335245024605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.6753571428571428, 'e': 0.04771006548501324}",30,19,23.51128889766421,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.6748214285714286, 'e': 0.04747151515758818}",20,12,14.507965365140992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.6742857142857143, 'e': 0.04723415758180024}",25,8,35.081032444671095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.67375, 'e': 0.046997986793891236}",30,23,2.8249162691633978,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.6732142857142858, 'e': 0.04676299685992178}",25,4,38.593488729647746,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.6726785714285715, 'e': 0.04652918187562217}",20,14,10.999397781848092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.6721428571428572, 'e': 0.04629653596624406}",20,13,14.241459568472347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.6716071428571428, 'e': 0.04606505328641284}",30,12,19.218225211439364,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.6710714285714285, 'e': 0.04583472801998077}",20,10,19.397161039533724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.6705357142857142, 'e': 0.04560555437988087}",35,27,19.090287744707698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.6699999999999999, 'e': 0.045377526607981465}",20,14,11.231496250663175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.6694642857142856, 'e': 0.04515063897494156}",25,19,10.91976688293608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.6689285714285714, 'e': 0.04492488578006685}",20,8,20.656125293797512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.6683928571428571, 'e': 0.04470026135116651}",20,12,-22.90870589251319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
621,False,"{'a': 0.6678571428571428, 'e': 0.04447676004441068}",35,17,-10.410528837928219,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
622,False,"{'a': 0.6673214285714286, 'e': 0.044254376244188626}",20,6,1.271637511624026,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
623,False,"{'a': 0.6667857142857143, 'e': 0.04403310436296769}",30,19,11.71696499710743,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.66625, 'e': 0.043812938841152844}",25,11,29.503459844427333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.6657142857142857, 'e': 0.043593874146947084}",25,8,30.787641062173094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.6651785714285714, 'e': 0.043375904776212344}",25,13,24.35140478697991,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.6646428571428571, 'e': 0.043159025252331285}",20,13,13.113137812009649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.6641071428571428, 'e': 0.042943230126069626}",20,13,12.11068061991861,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.6635714285714285, 'e': 0.04272851397543928}",20,8,25.00917032621204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.6630357142857143, 'e': 0.04251487140556208}",20,5,24.734713693025345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.6625, 'e': 0.04230229704853427}",25,15,4.812571657015815,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.6619642857142857, 'e': 0.0420907855632916}",25,17,16.384456372728412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.6614285714285715, 'e': 0.041880331635475145}",20,9,16.135807106408784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.6608928571428572, 'e': 0.041670929977297766}",30,10,11.837274234832403,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
635,False,"{'a': 0.6603571428571429, 'e': 0.04146257532741128}",25,15,17.426417489903088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.6598214285714286, 'e': 0.04125526245077422}",30,20,7.008372758996392,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.6592857142857143, 'e': 0.04104898613852035}",30,8,35.27743477787124,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.65875, 'e': 0.040843741207827744}",20,6,14.334500837764748,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.6582142857142856, 'e': 0.04063952250178861}",25,20,8.565165922612824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.6576785714285713, 'e': 0.040436324889279666}",20,9,20.598410189102733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.6571428571428571, 'e': 0.040234143264833266}",20,13,13.311654447920503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.6566071428571428, 'e': 0.0400329725485091}",20,13,13.186203835197821,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.6560714285714285, 'e': 0.03983280768576655}",25,0,42.056037370309056,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.6555357142857143, 'e': 0.03963364364733772}",25,15,18.114184697191014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.655, 'e': 0.03943547542910103}",20,0,-23.369021721867018,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
646,False,"{'a': 0.6544642857142857, 'e': 0.03923829805195553}",20,11,13.682008238046176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.6539285714285714, 'e': 0.03904210656169575}",20,12,15.249302777991282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.6533928571428571, 'e': 0.03884689602888727}",20,14,11.509332203595548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.6528571428571428, 'e': 0.038652661548742834}",35,26,17.434851359005215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.6523214285714285, 'e': 0.03845939824099912}",25,14,22.547976711786198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.6517857142857142, 'e': 0.03826710124979412}",25,17,14.606502155187195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.65125, 'e': 0.038075765743545154}",20,6,23.538897994181767,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.6507142857142857, 'e': 0.03788538691482743}",20,0,31.36357791253157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.6501785714285714, 'e': 0.03769595998025329}",30,18,24.774828320236175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.6496428571428572, 'e': 0.03750748018035202}",20,13,13.452626470723658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.6491071428571429, 'e': 0.03731994277945026}",35,18,28.83715880103178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.6485714285714286, 'e': 0.037133343065553014}",20,13,1.4731064139207526,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.6480357142857143, 'e': 0.03694767635022524}",25,11,-3.6478605168657143,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
659,False,"{'a': 0.6475, 'e': 0.03676293796847412}",25,15,21.80663011305605,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.6469642857142857, 'e': 0.03657912327863175}",25,19,13.046799182127149,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.6464285714285714, 'e': 0.036396227662238594}",25,16,16.75621994602792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.645892857142857, 'e': 0.0362142465239274}",25,15,19.602791599873296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.6453571428571429, 'e': 0.03603317529130776}",20,3,18.509222156531305,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.6448214285714285, 'e': 0.03585300941485122}",20,13,12.809410556942106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.6442857142857144, 'e': 0.03567374436777696}",25,8,32.20258522133794,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.64375, 'e': 0.035495375645938076}",25,20,8.44811119924951,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.6432142857142857, 'e': 0.03531789876770839}",20,8,22.478260204526148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.6426785714285714, 'e': 0.035141309273869846}",25,17,10.738051321725557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.6421428571428571, 'e': 0.034965602727500496}",20,5,26.952979568678394,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.6416071428571428, 'e': 0.03479077471386299}",20,8,22.752444965995025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.6410714285714285, 'e': 0.03461682084029368}",20,12,14.871800568830288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.6405357142857142, 'e': 0.03444373673609221}",25,13,19.215412075289247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.6399999999999999, 'e': 0.03427151805241175}",20,10,17.12189731614394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.6394642857142857, 'e': 0.03410016046214969}",30,13,33.40897576824023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.6389285714285714, 'e': 0.03392965965983894}",30,21,19.77608237339886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.6383928571428572, 'e': 0.03376001136153975}",20,12,16.485333701668342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.6378571428571429, 'e': 0.03359121130473205}",20,13,13.569232495506622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.6373214285714286, 'e': 0.03342325524820839}",25,9,30.90227015004599,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.6367857142857143, 'e': 0.033256138971967344}",20,9,3.8279241620916515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.63625, 'e': 0.03308985827710751}",20,8,18.431257490194955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.6357142857142857, 'e': 0.03292440898572197}",30,13,16.246084895684177,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.6351785714285714, 'e': 0.03275978694079336}",25,12,21.79324899930625,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.6346428571428571, 'e': 0.03259598800608939}",25,10,17.631939465541972,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.6341071428571428, 'e': 0.03243300806605895}",25,3,40.58082984682011,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.6335714285714286, 'e': 0.032270843025728656}",20,6,24.969611158130036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.6330357142857143, 'e': 0.03210948881060001}",25,19,9.607285022497697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.6325000000000001, 'e': 0.03194894136654701}",25,11,23.198744799699984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.6319642857142858, 'e': 0.031789196659714275}",30,20,-6.229469713174945,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
689,False,"{'a': 0.6314285714285715, 'e': 0.0316302506764157}",20,11,17.21654359074649,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.6308928571428571, 'e': 0.031472099423033625}",30,11,17.124598611560014,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.6303571428571428, 'e': 0.031314738925918455}",20,0,29.15840283687031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.6298214285714285, 'e': 0.031158165231288865}",20,3,26.406609471988745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.6292857142857142, 'e': 0.03100237440513242}",30,16,27.307442012494455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.6287499999999999, 'e': 0.030847362533106756}",20,15,10.83684698959259,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.6282142857142856, 'e': 0.030693125720441222}",35,18,33.309613375315045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.6276785714285714, 'e': 0.030539660091839015}",20,12,14.47009603766605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.6271428571428571, 'e': 0.03038696179137982}",20,12,16.95286304763225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.6266071428571429, 'e': 0.030235026982422922}",25,11,25.814767285212184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.6260714285714286, 'e': 0.030083851847510806}",25,11,26.03339075433231,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.6255357142857143, 'e': 0.029933432588273252}",20,10,20.893005861964895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.625, 'e': 0.029783765425331888}",20,0,33.999238128283814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
702,False,"{'a': 0.6244642857142857, 'e': 0.029634846598205228}",20,16,9.102167987182273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.6239285714285714, 'e': 0.0294866723652142}",25,20,9.29001377482731,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.6233928571428571, 'e': 0.02933923900338813}",25,19,13.550049437258593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.6228571428571428, 'e': 0.029192542808371188}",20,3,30.36784685599978,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.6223214285714285, 'e': 0.02904658009432933}",25,17,18.408988225120844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.6217857142857143, 'e': 0.028901347193857688}",30,19,20.61320116125243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.62125, 'e': 0.028756840457888396}",25,11,26.490557125380175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.6207142857142858, 'e': 0.028613056255598956}",25,8,32.12240333427005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.6201785714285715, 'e': 0.02846999097432096}",20,14,10.240062471622538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.6196428571428572, 'e': 0.028327641019449356}",25,13,23.429975557594886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.6191071428571429, 'e': 0.028186002814352108}",25,20,10.071382040334155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.6185714285714285, 'e': 0.028045072800280346}",20,6,25.806657004420654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.6180357142857142, 'e': 0.027904847436278947}",30,19,19.783891519288165,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.6174999999999999, 'e': 0.027765323199097552}",35,18,31.229027142681957,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.6169642857142856, 'e': 0.027626496583102064}",20,15,12.495492637736499,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.6164285714285714, 'e': 0.02748836410018655}",20,15,10.184269174223711,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.6158928571428571, 'e': 0.02735092227968562}",20,14,12.469526341894364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
